=== RUN   TestUniformMultiFlow
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  927 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  926 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  925 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  924 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  923 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  922 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  921 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  920 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  919 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  918 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  917 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  916 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  915 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  914 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  913 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  912 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  911 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  910 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  909 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  908 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  907 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  906 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  905 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  904 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  903 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  902 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  901 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  900 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  899 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  898 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  897 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  896 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  895 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  894 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  893 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  892 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  891 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  890 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  889 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  888 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  887 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  886 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  885 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  884 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  883 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  882 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  881 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  880 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  879 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  878 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  877 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  876 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  875 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  874 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  873 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  872 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  871 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  870 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  869 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  868 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  867 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  866 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  865 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  864 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  863 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  862 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  861 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  860 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  859 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  858 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  857 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  856 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  855 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  854 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  853 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  852 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  851 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  850 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  849 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  848 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  847 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  846 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  845 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  844 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  843 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  842 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  841 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  840 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  839 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  838 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  837 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  836 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  835 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  834 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  833 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  832 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  831 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  830 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  829 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  828 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  827 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  826 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  825 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  824 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  823 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  822 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  821 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  820 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  819 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  818 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  817 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  816 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  815 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  814 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  813 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  812 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  811 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  810 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  809 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  808 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  807 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  806 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  941 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  805 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  804 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  803 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  802 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  801 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  800 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  799 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  798 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  797 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  796 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  795 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  794 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  793 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  792 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  791 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  790 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  789 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  788 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  787 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  786 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  785 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  784 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  783 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  782 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  781 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  780 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  779 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  940 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  939 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  938 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  937 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  936 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  935 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  934 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  933 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  932 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  931 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  930 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  929 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  928 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  927 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  926 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  925 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  924 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  923 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  922 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  921 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  920 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  919 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  918 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  917 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  916 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  915 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  914 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  913 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  912 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  911 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  910 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  909 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  908 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  907 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  906 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  905 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  904 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  903 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  902 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  901 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  900 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  899 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  898 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  897 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  896 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  895 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  894 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[1]:  893 packets
it.key: 1
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  778 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  777 packets
it.key: 0
len(active): 2
len(descs): 2
total incrementing
dequeue queue[0]:  776 packets
it.key: 0
len(active): 2
len(descs): 2
